"y","yhat","predictors","model","index"
1118905.656,770.827618661817,"y","all predictors w/ coordinates","abundance"
1121771.19458,772.807543816138,"y","all predictors w/ coordinates","abundance"
1124636.73316,776.679609402557,"y","all predictors w/ coordinates","abundance"
1127502.27174,783.280918044533,"y","all predictors w/ coordinates","abundance"
1130367.81032,785.200571593915,"y","all predictors w/ coordinates","abundance"
1133233.3489,785.200571593915,"y","all predictors w/ coordinates","abundance"
1136098.88748,778.401131007496,"y","all predictors w/ coordinates","abundance"
1138964.42606,778.401131007496,"y","all predictors w/ coordinates","abundance"
1141829.96464,778.401131007496,"y","all predictors w/ coordinates","abundance"
1144695.50322,778.389353229718,"y","all predictors w/ coordinates","abundance"
1147561.0418,777.361026069224,"y","all predictors w/ coordinates","abundance"
1150426.58038,780.508933476631,"y","all predictors w/ coordinates","abundance"
1153292.11896,781.525090884039,"y","all predictors w/ coordinates","abundance"
1156157.65754,781.583711254409,"y","all predictors w/ coordinates","abundance"
1159023.19612,781.794248291446,"y","all predictors w/ coordinates","abundance"
1161888.7347,781.014226686508,"y","all predictors w/ coordinates","abundance"
1164754.27328,780.771106316138,"y","all predictors w/ coordinates","abundance"
1167619.81186,780.771106316138,"y","all predictors w/ coordinates","abundance"
1170485.35044,780.476876377866,"y","all predictors w/ coordinates","abundance"
1173350.88902,780.476876377866,"y","all predictors w/ coordinates","abundance"
1176216.4276,783.747260637125,"y","all predictors w/ coordinates","abundance"
1179081.96618,783.874482859347,"y","all predictors w/ coordinates","abundance"
1181947.50476,770.233247056878,"y","all predictors w/ coordinates","abundance"
1184813.04334,765.694085019841,"y","all predictors w/ coordinates","abundance"
1187678.58192,754.24074582231,"y","all predictors w/ coordinates","abundance"
1190544.1205,754.018482705026,"y","all predictors w/ coordinates","abundance"
1193409.65908,756.976706470459,"y","all predictors w/ coordinates","abundance"
1196275.19766,748.240994279101,"y","all predictors w/ coordinates","abundance"
1199140.73624,747.90953008157,"y","all predictors w/ coordinates","abundance"
1202006.27482,747.280218970459,"y","all predictors w/ coordinates","abundance"
1204871.8134,747.881183476631,"y","all predictors w/ coordinates","abundance"
1207737.35198,747.881183476631,"y","all predictors w/ coordinates","abundance"
1210602.89056,747.881183476631,"y","all predictors w/ coordinates","abundance"
1213468.42914,747.863590884039,"y","all predictors w/ coordinates","abundance"
1216333.96772,747.997637180335,"y","all predictors w/ coordinates","abundance"
1219199.5063,747.951026069224,"y","all predictors w/ coordinates","abundance"
1222065.04488,748.132868661817,"y","all predictors w/ coordinates","abundance"
1224930.58346,748.093739032187,"y","all predictors w/ coordinates","abundance"
1227796.12204,748.869053847002,"y","all predictors w/ coordinates","abundance"
1230661.66062,752.360023754409,"y","all predictors w/ coordinates","abundance"
1233527.1992,752.979292272928,"y","all predictors w/ coordinates","abundance"
1236392.73778,752.979292272928,"y","all predictors w/ coordinates","abundance"
1239258.27636,752.979292272928,"y","all predictors w/ coordinates","abundance"
1242123.81494,752.979292272928,"y","all predictors w/ coordinates","abundance"
1244989.35352,752.979292272928,"y","all predictors w/ coordinates","abundance"
1247854.8921,752.979292272928,"y","all predictors w/ coordinates","abundance"
1250720.43068,752.979292272928,"y","all predictors w/ coordinates","abundance"
1253585.96926,775.742418816138,"y","all predictors w/ coordinates","abundance"
1256451.50784,775.742418816138,"y","all predictors w/ coordinates","abundance"
1259317.04642,775.318812334656,"y","all predictors w/ coordinates","abundance"
1262182.585,774.090741347002,"y","all predictors w/ coordinates","abundance"
