"clog_6_class_int","yhat","predictors","model","index"
0,0.216088019750569,"clog_6_class","sampling w/o coordinates","rel_abundance"
1,0.195183947637449,"clog_6_class","sampling w/o coordinates","rel_abundance"
2,0.186444976878319,"clog_6_class","sampling w/o coordinates","rel_abundance"
3,0.176164661266306,"clog_6_class","sampling w/o coordinates","rel_abundance"
4,0.149456267599125,"clog_6_class","sampling w/o coordinates","rel_abundance"
5,0.139350283038667,"clog_6_class","sampling w/o coordinates","rel_abundance"
6,0.140064578213042,"clog_6_class","sampling w/o coordinates","rel_abundance"
