"clog_6_class_int","yhat","predictors","model","index"
0,0.211673461446667,"clog_6_class","sampling w/ coordinates","rel_abundance"
1,0.197902513947435,"clog_6_class","sampling w/ coordinates","rel_abundance"
2,0.191547795344986,"clog_6_class","sampling w/ coordinates","rel_abundance"
3,0.184761329763556,"clog_6_class","sampling w/ coordinates","rel_abundance"
4,0.167537974096477,"clog_6_class","sampling w/ coordinates","rel_abundance"
5,0.157574201869394,"clog_6_class","sampling w/ coordinates","rel_abundance"
6,0.158192388161412,"clog_6_class","sampling w/ coordinates","rel_abundance"
