"cpom_cover","yhat","predictors","model","index"
1,2.52482255610636,"cpom_cover","sampling w/ coordinates","shannon_index"
2,2.45749450547414,"cpom_cover","sampling w/ coordinates","shannon_index"
3,2.45749450547414,"cpom_cover","sampling w/ coordinates","shannon_index"
