"cpom_cover","yhat","predictors","model","index"
1,749.228028907814,"cpom_cover","all predictors w/ coordinates","abundance"
2,1371.13425925926,"cpom_cover","all predictors w/ coordinates","abundance"
3,1371.13425925926,"cpom_cover","all predictors w/ coordinates","abundance"
