"cpom_cover","yhat","predictors","model","index"
1,735.152178812576,"cpom_cover","all predictors w/o coordinates","abundance"
2,815.613603885442,"cpom_cover","all predictors w/o coordinates","abundance"
3,882.468937799461,"cpom_cover","all predictors w/o coordinates","abundance"
