"sub_type_int","yhat","predictors","model","index"
0,761.559640977118,"sub_type","sampling w/o coordinates","abundance"
1,761.494713597828,"sub_type","sampling w/o coordinates","abundance"
2,766.85996722292,"sub_type","sampling w/o coordinates","abundance"
3,749.527733322936,"sub_type","sampling w/o coordinates","abundance"
