"q_after","yhat","predictors","model","index"
2.3,2.50799050993035,"q_after","all predictors w/ coordinates","shannon_index"
6.14666666666667,2.51357837435409,"q_after","all predictors w/ coordinates","shannon_index"
9.99333333333333,2.51063394474778,"q_after","all predictors w/ coordinates","shannon_index"
13.84,2.50331024930522,"q_after","all predictors w/ coordinates","shannon_index"
17.6866666666667,2.49150346978787,"q_after","all predictors w/ coordinates","shannon_index"
21.5333333333333,2.49015416192262,"q_after","all predictors w/ coordinates","shannon_index"
25.38,2.48862158454459,"q_after","all predictors w/ coordinates","shannon_index"
29.2266666666667,2.49033556200853,"q_after","all predictors w/ coordinates","shannon_index"
33.0733333333333,2.49011833782542,"q_after","all predictors w/ coordinates","shannon_index"
36.92,2.49011833782542,"q_after","all predictors w/ coordinates","shannon_index"
40.7666666666667,2.4902434236561,"q_after","all predictors w/ coordinates","shannon_index"
44.6133333333333,2.49234561216797,"q_after","all predictors w/ coordinates","shannon_index"
48.46,2.49234561216797,"q_after","all predictors w/ coordinates","shannon_index"
52.3066666666667,2.49234561216797,"q_after","all predictors w/ coordinates","shannon_index"
56.1533333333333,2.49234561216797,"q_after","all predictors w/ coordinates","shannon_index"
60,2.49234561216797,"q_after","all predictors w/ coordinates","shannon_index"
