"cat_velocity","yhat","predictors","model","index"
1,760.934980394664,"cat_velocity","sampling w/ coordinates","abundance"
2,760.934980394664,"cat_velocity","sampling w/ coordinates","abundance"
3,760.934980394664,"cat_velocity","sampling w/ coordinates","abundance"
4,761.456743586946,"cat_velocity","sampling w/ coordinates","abundance"
5,755.975987654215,"cat_velocity","sampling w/ coordinates","abundance"
