"clog_6_class_int","yhat","predictors","model","index"
0,2.50370196217317,"clog_6_class","all predictors w/ coordinates","shannon_index"
1,2.5058784279636,"clog_6_class","all predictors w/ coordinates","shannon_index"
2,2.50643126440194,"clog_6_class","all predictors w/ coordinates","shannon_index"
3,2.51437012965489,"clog_6_class","all predictors w/ coordinates","shannon_index"
4,2.51892410301956,"clog_6_class","all predictors w/ coordinates","shannon_index"
5,2.51536609804746,"clog_6_class","all predictors w/ coordinates","shannon_index"
6,2.49786034391161,"clog_6_class","all predictors w/ coordinates","shannon_index"
