"ox_during","yhat","predictors","model","index"
8.73,687.874518089464,"ox_during","all predictors w/o coordinates","abundance"
8.93545454545455,687.874518089464,"ox_during","all predictors w/o coordinates","abundance"
9.14090909090909,687.874518089464,"ox_during","all predictors w/o coordinates","abundance"
9.34636363636364,687.874518089464,"ox_during","all predictors w/o coordinates","abundance"
9.55181818181818,687.874518089464,"ox_during","all predictors w/o coordinates","abundance"
9.75727272727273,687.874518089464,"ox_during","all predictors w/o coordinates","abundance"
9.96272727272727,687.874518089464,"ox_during","all predictors w/o coordinates","abundance"
10.1681818181818,687.874518089464,"ox_during","all predictors w/o coordinates","abundance"
10.3736363636364,694.937280897516,"ox_during","all predictors w/o coordinates","abundance"
10.5790909090909,695.258389922891,"ox_during","all predictors w/o coordinates","abundance"
10.7845454545455,695.258366857131,"ox_during","all predictors w/o coordinates","abundance"
10.99,695.267120039917,"ox_during","all predictors w/o coordinates","abundance"
11.1954545454545,695.267120039917,"ox_during","all predictors w/o coordinates","abundance"
11.4009090909091,705.867246794447,"ox_during","all predictors w/o coordinates","abundance"
11.6063636363636,817.370010673136,"ox_during","all predictors w/o coordinates","abundance"
11.8118181818182,806.767622036778,"ox_during","all predictors w/o coordinates","abundance"
12.0172727272727,806.767622036778,"ox_during","all predictors w/o coordinates","abundance"
12.2227272727273,805.236185441414,"ox_during","all predictors w/o coordinates","abundance"
12.4281818181818,806.171119007079,"ox_during","all predictors w/o coordinates","abundance"
12.6336363636364,806.171119007079,"ox_during","all predictors w/o coordinates","abundance"
12.8390909090909,806.171119007079,"ox_during","all predictors w/o coordinates","abundance"
13.0445454545455,806.171119007079,"ox_during","all predictors w/o coordinates","abundance"
13.25,806.171119007079,"ox_during","all predictors w/o coordinates","abundance"
