"clog_6_class_int","yhat","predictors","model","index"
0,2.48884266340973,"clog_6_class","sampling w/o coordinates","shannon_index"
1,2.49457066839291,"clog_6_class","sampling w/o coordinates","shannon_index"
2,2.49457066839291,"clog_6_class","sampling w/o coordinates","shannon_index"
3,2.49457066839291,"clog_6_class","sampling w/o coordinates","shannon_index"
4,2.49457066839291,"clog_6_class","sampling w/o coordinates","shannon_index"
5,2.49457066839291,"clog_6_class","sampling w/o coordinates","shannon_index"
6,2.06148021609557,"clog_6_class","sampling w/o coordinates","shannon_index"
