"turb_before","yhat","predictors","model","index"
0.29,817.186437223269,"turb_before","all predictors w/o coordinates","abundance"
4.45863636363636,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
8.62727272727273,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
12.7959090909091,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
16.9645454545455,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
21.1331818181818,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
25.3018181818182,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
29.4704545454545,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
33.6390909090909,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
37.8077272727273,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
41.9763636363636,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
46.145,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
50.3136363636364,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
54.4822727272727,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
58.6509090909091,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
62.8195454545454,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
66.9881818181818,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
71.1568181818182,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
75.3254545454545,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
79.4940909090909,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
83.6627272727273,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
87.8313636363636,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
92,749.339548902235,"turb_before","all predictors w/o coordinates","abundance"
