"clog_3_class_int","yhat","predictors","model","index"
0,0.538329852309996,"clog_3_class","sampling w/ coordinates","k_index"
1,0.538556272587365,"clog_3_class","sampling w/ coordinates","k_index"
2,0.499202182268534,"clog_3_class","sampling w/ coordinates","k_index"
