"gaug_after","yhat","predictors","model","index"
226.76,0.539691982782991,"gaug_after","all predictors w/o coordinates","k_index"
284.726842105263,0.542424975015474,"gaug_after","all predictors w/o coordinates","k_index"
342.693684210526,0.542424975015474,"gaug_after","all predictors w/o coordinates","k_index"
400.660526315789,0.542859613263909,"gaug_after","all predictors w/o coordinates","k_index"
458.627368421053,0.542916276579555,"gaug_after","all predictors w/o coordinates","k_index"
516.594210526316,0.545524961936422,"gaug_after","all predictors w/o coordinates","k_index"
574.561052631579,0.542689511129623,"gaug_after","all predictors w/o coordinates","k_index"
632.527894736842,0.542271193737302,"gaug_after","all predictors w/o coordinates","k_index"
690.494736842105,0.539404506515623,"gaug_after","all predictors w/o coordinates","k_index"
748.461578947368,0.539457116162391,"gaug_after","all predictors w/o coordinates","k_index"
806.428421052632,0.539454684745917,"gaug_after","all predictors w/o coordinates","k_index"
864.395263157895,0.539435292818785,"gaug_after","all predictors w/o coordinates","k_index"
922.362105263158,0.539271929889216,"gaug_after","all predictors w/o coordinates","k_index"
980.328947368421,0.539526354732774,"gaug_after","all predictors w/o coordinates","k_index"
1038.29578947368,0.539451454624563,"gaug_after","all predictors w/o coordinates","k_index"
1096.26263157895,0.539451454624563,"gaug_after","all predictors w/o coordinates","k_index"
1154.22947368421,0.539451454624563,"gaug_after","all predictors w/o coordinates","k_index"
1212.19631578947,0.539451454624563,"gaug_after","all predictors w/o coordinates","k_index"
1270.16315789474,0.540405405798394,"gaug_after","all predictors w/o coordinates","k_index"
1328.13,0.539408761404678,"gaug_after","all predictors w/o coordinates","k_index"
