"clog_3_class_int","yhat","predictors","model","index"
0,0.205571283851491,"clog_3_class","sampling w/ coordinates","rel_abundance"
1,0.167890925302143,"clog_3_class","sampling w/ coordinates","rel_abundance"
2,0.167205963518225,"clog_3_class","sampling w/ coordinates","rel_abundance"
