"froude","yhat","predictors","model","index"
0.00696716103911792,850.501000286596,"froude","velocity w/o coordinates","abundance"
0.02388151538084,798.513366247795,"froude","velocity w/o coordinates","abundance"
0.0407958697225622,789.511649151235,"froude","velocity w/o coordinates","abundance"
0.0577102240642843,743.086370050705,"froude","velocity w/o coordinates","abundance"
0.0746245784060064,737.717517328042,"froude","velocity w/o coordinates","abundance"
0.0915389327477285,739.696084259259,"froude","velocity w/o coordinates","abundance"
0.108453287089451,771.149816104497,"froude","velocity w/o coordinates","abundance"
0.125367641431173,792.125101179453,"froude","velocity w/o coordinates","abundance"
0.142281995772895,803.038624018959,"froude","velocity w/o coordinates","abundance"
0.159196350114617,825.061735934744,"froude","velocity w/o coordinates","abundance"
0.176110704456339,884.193237400794,"froude","velocity w/o coordinates","abundance"
0.193025058798061,877.117035405644,"froude","velocity w/o coordinates","abundance"
0.209939413139783,885.5838397597,"froude","velocity w/o coordinates","abundance"
0.226853767481506,879.334401201499,"froude","velocity w/o coordinates","abundance"
0.243768121823228,861.27920598545,"froude","velocity w/o coordinates","abundance"
0.26068247616495,816.941105125661,"froude","velocity w/o coordinates","abundance"
0.277596830506672,836.404630445326,"froude","velocity w/o coordinates","abundance"
0.294511184848394,848.778983344356,"froude","velocity w/o coordinates","abundance"
0.311425539190116,848.809414219577,"froude","velocity w/o coordinates","abundance"
0.328339893531838,861.583230500441,"froude","velocity w/o coordinates","abundance"
0.34525424787356,857.663893970459,"froude","velocity w/o coordinates","abundance"
0.362168602215283,882.930069444444,"froude","velocity w/o coordinates","abundance"
0.379082956557005,906.065786287478,"froude","velocity w/o coordinates","abundance"
0.395997310898727,909.061707352293,"froude","velocity w/o coordinates","abundance"
0.412911665240449,916.110652954145,"froude","velocity w/o coordinates","abundance"
0.429826019582171,937.016808553792,"froude","velocity w/o coordinates","abundance"
0.446740373923893,936.947061254409,"froude","velocity w/o coordinates","abundance"
0.463654728265615,942.535536541005,"froude","velocity w/o coordinates","abundance"
0.480569082607337,942.10532157187,"froude","velocity w/o coordinates","abundance"
0.497483436949059,944.603631558642,"froude","velocity w/o coordinates","abundance"
0.514397791290782,947.527076377866,"froude","velocity w/o coordinates","abundance"
0.531312145632504,952.563858289242,"froude","velocity w/o coordinates","abundance"
0.548226499974226,957.101166313933,"froude","velocity w/o coordinates","abundance"
0.565140854315948,961.109832649912,"froude","velocity w/o coordinates","abundance"
0.58205520865767,961.013806415344,"froude","velocity w/o coordinates","abundance"
0.598969562999392,960.466134457672,"froude","velocity w/o coordinates","abundance"
0.615883917341114,960.193167096561,"froude","velocity w/o coordinates","abundance"
0.632798271682836,959.208955048501,"froude","velocity w/o coordinates","abundance"
0.649712626024558,959.208955048501,"froude","velocity w/o coordinates","abundance"
0.666626980366281,959.208955048501,"froude","velocity w/o coordinates","abundance"
0.683541334708003,959.208955048501,"froude","velocity w/o coordinates","abundance"
0.700455689049725,959.208955048501,"froude","velocity w/o coordinates","abundance"
0.717370043391447,959.208955048501,"froude","velocity w/o coordinates","abundance"
0.734284397733169,959.208955048501,"froude","velocity w/o coordinates","abundance"
0.751198752074891,959.208955048501,"froude","velocity w/o coordinates","abundance"
0.768113106416613,959.208955048501,"froude","velocity w/o coordinates","abundance"
0.785027460758336,959.375182561728,"froude","velocity w/o coordinates","abundance"
0.801941815100058,959.375182561728,"froude","velocity w/o coordinates","abundance"
0.81885616944178,959.375182561728,"froude","velocity w/o coordinates","abundance"
0.835770523783502,959.375182561728,"froude","velocity w/o coordinates","abundance"
0.852684878125224,959.375182561728,"froude","velocity w/o coordinates","abundance"
