"pH_before","yhat","predictors","model","index"
6.72,0.513824418100908,"pH_before","sampling w/ coordinates","k_index"
6.87142857142857,0.513824418100908,"pH_before","sampling w/ coordinates","k_index"
7.02285714285714,0.513824418100908,"pH_before","sampling w/ coordinates","k_index"
7.17428571428571,0.513824418100908,"pH_before","sampling w/ coordinates","k_index"
7.32571428571429,0.513824418100908,"pH_before","sampling w/ coordinates","k_index"
7.47714285714286,0.513824418100908,"pH_before","sampling w/ coordinates","k_index"
7.62857142857143,0.513824418100908,"pH_before","sampling w/ coordinates","k_index"
7.78,0.491463135703708,"pH_before","sampling w/ coordinates","k_index"
7.93142857142857,0.491463135703708,"pH_before","sampling w/ coordinates","k_index"
8.08285714285714,0.491463135703708,"pH_before","sampling w/ coordinates","k_index"
8.23428571428571,0.48906475338326,"pH_before","sampling w/ coordinates","k_index"
8.38571428571429,0.515833580780222,"pH_before","sampling w/ coordinates","k_index"
8.53714285714286,0.542101356200874,"pH_before","sampling w/ coordinates","k_index"
8.68857142857143,0.551868247109707,"pH_before","sampling w/ coordinates","k_index"
8.84,0.538440679805102,"pH_before","sampling w/ coordinates","k_index"
