"cpom_cover","yhat","predictors","model","index"
1,0.541391433480097,"cpom_cover","sampling w/o coordinates","k_index"
2,0.553514298778205,"cpom_cover","sampling w/o coordinates","k_index"
3,0.56181771227342,"cpom_cover","sampling w/o coordinates","k_index"
