"wd_m","yhat","predictors","model","index"
0.08,1053.21371466049,"wd_m","v + wd w/ coordinates","abundance"
0.099,1056.70820941358,"wd_m","v + wd w/ coordinates","abundance"
0.118,977.615226388889,"wd_m","v + wd w/ coordinates","abundance"
0.137,938.157916820987,"wd_m","v + wd w/ coordinates","abundance"
0.156,897.464192438271,"wd_m","v + wd w/ coordinates","abundance"
0.175,881.204717901234,"wd_m","v + wd w/ coordinates","abundance"
0.194,876.225661419753,"wd_m","v + wd w/ coordinates","abundance"
0.213,875.93764058642,"wd_m","v + wd w/ coordinates","abundance"
0.232,874.235413888889,"wd_m","v + wd w/ coordinates","abundance"
0.251,924.776486419753,"wd_m","v + wd w/ coordinates","abundance"
0.27,858.080413580247,"wd_m","v + wd w/ coordinates","abundance"
0.289,816.147398919753,"wd_m","v + wd w/ coordinates","abundance"
0.308,802.867840895062,"wd_m","v + wd w/ coordinates","abundance"
0.327,781.877230401235,"wd_m","v + wd w/ coordinates","abundance"
0.346,772.087352006173,"wd_m","v + wd w/ coordinates","abundance"
0.365,778.712453395062,"wd_m","v + wd w/ coordinates","abundance"
0.384,785.523139814815,"wd_m","v + wd w/ coordinates","abundance"
0.403,762.096818209877,"wd_m","v + wd w/ coordinates","abundance"
0.422,728.786711574074,"wd_m","v + wd w/ coordinates","abundance"
0.441,708.100103240741,"wd_m","v + wd w/ coordinates","abundance"
0.46,699.962537037037,"wd_m","v + wd w/ coordinates","abundance"
0.479,711.48063287037,"wd_m","v + wd w/ coordinates","abundance"
0.498,711.637085185185,"wd_m","v + wd w/ coordinates","abundance"
0.517,692.164635030864,"wd_m","v + wd w/ coordinates","abundance"
0.536,695.090466666667,"wd_m","v + wd w/ coordinates","abundance"
0.555,685.860881635802,"wd_m","v + wd w/ coordinates","abundance"
0.574,679.523098611111,"wd_m","v + wd w/ coordinates","abundance"
0.593,664.940164506173,"wd_m","v + wd w/ coordinates","abundance"
0.612,637.179798302469,"wd_m","v + wd w/ coordinates","abundance"
0.631,631.946908641975,"wd_m","v + wd w/ coordinates","abundance"
0.65,620.104730709877,"wd_m","v + wd w/ coordinates","abundance"
0.669,611.642696759259,"wd_m","v + wd w/ coordinates","abundance"
0.688,608.931069907408,"wd_m","v + wd w/ coordinates","abundance"
0.707,607.406939197531,"wd_m","v + wd w/ coordinates","abundance"
0.726,605.817567901235,"wd_m","v + wd w/ coordinates","abundance"
0.745,605.531510030864,"wd_m","v + wd w/ coordinates","abundance"
0.764,604.013538888889,"wd_m","v + wd w/ coordinates","abundance"
0.783,600.130506327161,"wd_m","v + wd w/ coordinates","abundance"
0.802,599.294835493827,"wd_m","v + wd w/ coordinates","abundance"
0.821,599.330084259259,"wd_m","v + wd w/ coordinates","abundance"
0.84,600.729528703704,"wd_m","v + wd w/ coordinates","abundance"
0.859,600.516738580247,"wd_m","v + wd w/ coordinates","abundance"
0.878,600.981287962963,"wd_m","v + wd w/ coordinates","abundance"
0.897,600.981287962963,"wd_m","v + wd w/ coordinates","abundance"
0.916,602.993749074074,"wd_m","v + wd w/ coordinates","abundance"
0.935,602.993749074074,"wd_m","v + wd w/ coordinates","abundance"
0.954,602.993749074074,"wd_m","v + wd w/ coordinates","abundance"
0.973,602.993749074074,"wd_m","v + wd w/ coordinates","abundance"
0.992,601.877141049383,"wd_m","v + wd w/ coordinates","abundance"
1.011,601.877141049383,"wd_m","v + wd w/ coordinates","abundance"
1.03,601.877141049383,"wd_m","v + wd w/ coordinates","abundance"
