"clog_3_class_int","yhat","predictors","model","index"
0,2.66964099414883,"clog_3_class","all predictors w/o coordinates","shannon_index"
1,2.68623293407264,"clog_3_class","all predictors w/o coordinates","shannon_index"
2,2.67959996472841,"clog_3_class","all predictors w/o coordinates","shannon_index"
