"cpom_cover","yhat","predictors","model","index"
1,0.53123388085967,"cpom_cover","sampling w/ coordinates","k_index"
2,0.530933128047229,"cpom_cover","sampling w/ coordinates","k_index"
3,0.530933128047229,"cpom_cover","sampling w/ coordinates","k_index"
