"cat_velocity","yhat","predictors","model","index"
1,752.8427409331,"cat_velocity","sampling w/ coordinates","abundance"
2,752.8427409331,"cat_velocity","sampling w/ coordinates","abundance"
3,752.542894054342,"cat_velocity","sampling w/ coordinates","abundance"
4,756.188401456232,"cat_velocity","sampling w/ coordinates","abundance"
5,769.164287875056,"cat_velocity","sampling w/ coordinates","abundance"
