"z","yhat","predictors","model","index"
229.672,0.503774964746055,"z","z w/o coordinates","k_index"
253.0755,0.531893678175169,"z","z w/o coordinates","k_index"
276.479,0.534565467912929,"z","z w/o coordinates","k_index"
299.8825,0.535640785484739,"z","z w/o coordinates","k_index"
323.286,0.535640785484739,"z","z w/o coordinates","k_index"
346.6895,0.535649588456374,"z","z w/o coordinates","k_index"
370.093,0.53621530665409,"z","z w/o coordinates","k_index"
393.4965,0.536949543438514,"z","z w/o coordinates","k_index"
416.9,0.536932923022398,"z","z w/o coordinates","k_index"
440.3035,0.536914979697977,"z","z w/o coordinates","k_index"
463.707,0.537239465584458,"z","z w/o coordinates","k_index"
487.1105,0.542892424378501,"z","z w/o coordinates","k_index"
510.514,0.543834514768783,"z","z w/o coordinates","k_index"
533.9175,0.545987502848847,"z","z w/o coordinates","k_index"
557.321,0.545005501739144,"z","z w/o coordinates","k_index"
580.7245,0.53956921523893,"z","z w/o coordinates","k_index"
604.128,0.517034323908421,"z","z w/o coordinates","k_index"
627.5315,0.517307516086149,"z","z w/o coordinates","k_index"
650.935,0.517307516086149,"z","z w/o coordinates","k_index"
674.3385,0.518976070902647,"z","z w/o coordinates","k_index"
697.742,0.524919676816876,"z","z w/o coordinates","k_index"
721.1455,0.524933650586929,"z","z w/o coordinates","k_index"
744.549,0.525163958172178,"z","z w/o coordinates","k_index"
767.9525,0.524789693910325,"z","z w/o coordinates","k_index"
791.356,0.524246988439066,"z","z w/o coordinates","k_index"
814.7595,0.524373731992729,"z","z w/o coordinates","k_index"
838.163,0.526851663092192,"z","z w/o coordinates","k_index"
861.5665,0.526817074497717,"z","z w/o coordinates","k_index"
884.97,0.526903694595547,"z","z w/o coordinates","k_index"
908.3735,0.526903694595547,"z","z w/o coordinates","k_index"
931.777,0.526903694595547,"z","z w/o coordinates","k_index"
955.1805,0.526500839734719,"z","z w/o coordinates","k_index"
978.584,0.526656178453108,"z","z w/o coordinates","k_index"
1001.9875,0.527086776952525,"z","z w/o coordinates","k_index"
1025.391,0.527086776952525,"z","z w/o coordinates","k_index"
1048.7945,0.527086776952525,"z","z w/o coordinates","k_index"
1072.198,0.527086776952525,"z","z w/o coordinates","k_index"
1095.6015,0.526865825232469,"z","z w/o coordinates","k_index"
1119.005,0.526570139021064,"z","z w/o coordinates","k_index"
1142.4085,0.526570139021064,"z","z w/o coordinates","k_index"
1165.812,0.52689760582251,"z","z w/o coordinates","k_index"
1189.2155,0.52689760582251,"z","z w/o coordinates","k_index"
1212.619,0.52689760582251,"z","z w/o coordinates","k_index"
1236.0225,0.52689760582251,"z","z w/o coordinates","k_index"
1259.426,0.52689760582251,"z","z w/o coordinates","k_index"
1282.8295,0.527276121196674,"z","z w/o coordinates","k_index"
1306.233,0.527276121196674,"z","z w/o coordinates","k_index"
1329.6365,0.527276121196674,"z","z w/o coordinates","k_index"
1353.04,0.527276121196674,"z","z w/o coordinates","k_index"
1376.4435,0.527276121196674,"z","z w/o coordinates","k_index"
1399.847,0.528605616908291,"z","z w/o coordinates","k_index"
