"wd_m","yhat","predictors","model","index"
0.08,0.541476702110635,"wd_m","sampling w/ coordinates","k_index"
0.099,0.551226495239125,"wd_m","sampling w/ coordinates","k_index"
0.118,0.527506310259923,"wd_m","sampling w/ coordinates","k_index"
0.137,0.560684589358667,"wd_m","sampling w/ coordinates","k_index"
0.156,0.551682447617942,"wd_m","sampling w/ coordinates","k_index"
0.175,0.555190007288561,"wd_m","sampling w/ coordinates","k_index"
0.194,0.555653310536096,"wd_m","sampling w/ coordinates","k_index"
0.213,0.568654845399713,"wd_m","sampling w/ coordinates","k_index"
0.232,0.549129970106824,"wd_m","sampling w/ coordinates","k_index"
0.251,0.558033277729043,"wd_m","sampling w/ coordinates","k_index"
0.27,0.55594375298393,"wd_m","sampling w/ coordinates","k_index"
0.289,0.54985199627225,"wd_m","sampling w/ coordinates","k_index"
0.308,0.55161570933544,"wd_m","sampling w/ coordinates","k_index"
0.327,0.523842316470109,"wd_m","sampling w/ coordinates","k_index"
0.346,0.571532003616017,"wd_m","sampling w/ coordinates","k_index"
0.365,0.547137678718341,"wd_m","sampling w/ coordinates","k_index"
0.384,0.546881380606161,"wd_m","sampling w/ coordinates","k_index"
0.403,0.53016428512624,"wd_m","sampling w/ coordinates","k_index"
0.422,0.537596025392068,"wd_m","sampling w/ coordinates","k_index"
0.441,0.54137061006838,"wd_m","sampling w/ coordinates","k_index"
0.46,0.529980091533313,"wd_m","sampling w/ coordinates","k_index"
0.479,0.527484524805375,"wd_m","sampling w/ coordinates","k_index"
0.498,0.52588648699155,"wd_m","sampling w/ coordinates","k_index"
0.517,0.51706132828258,"wd_m","sampling w/ coordinates","k_index"
0.536,0.519787962919239,"wd_m","sampling w/ coordinates","k_index"
0.555,0.511992799169901,"wd_m","sampling w/ coordinates","k_index"
0.574,0.5125390052347,"wd_m","sampling w/ coordinates","k_index"
0.593,0.519539523766273,"wd_m","sampling w/ coordinates","k_index"
0.612,0.51895225815544,"wd_m","sampling w/ coordinates","k_index"
0.631,0.524164405685884,"wd_m","sampling w/ coordinates","k_index"
0.65,0.522727177098945,"wd_m","sampling w/ coordinates","k_index"
0.669,0.521560873974253,"wd_m","sampling w/ coordinates","k_index"
0.688,0.535932308614806,"wd_m","sampling w/ coordinates","k_index"
0.707,0.542461671245595,"wd_m","sampling w/ coordinates","k_index"
0.726,0.54813580735828,"wd_m","sampling w/ coordinates","k_index"
0.745,0.540615266223473,"wd_m","sampling w/ coordinates","k_index"
0.764,0.540615266223473,"wd_m","sampling w/ coordinates","k_index"
0.783,0.547114501707256,"wd_m","sampling w/ coordinates","k_index"
0.802,0.491355960179741,"wd_m","sampling w/ coordinates","k_index"
0.821,0.491355960179741,"wd_m","sampling w/ coordinates","k_index"
0.84,0.491355960179741,"wd_m","sampling w/ coordinates","k_index"
0.859,0.491355960179741,"wd_m","sampling w/ coordinates","k_index"
0.878,0.493344399000139,"wd_m","sampling w/ coordinates","k_index"
0.897,0.49297217768617,"wd_m","sampling w/ coordinates","k_index"
0.916,0.49297217768617,"wd_m","sampling w/ coordinates","k_index"
0.935,0.49297217768617,"wd_m","sampling w/ coordinates","k_index"
0.954,0.49297217768617,"wd_m","sampling w/ coordinates","k_index"
0.973,0.49297217768617,"wd_m","sampling w/ coordinates","k_index"
0.992,0.545284546290835,"wd_m","sampling w/ coordinates","k_index"
1.011,0.545284546290835,"wd_m","sampling w/ coordinates","k_index"
1.03,0.545284546290835,"wd_m","sampling w/ coordinates","k_index"
