"cat_velocity","yhat","predictors","model","index"
1,811.481109019427,"cat_velocity","sampling w/o coordinates","abundance"
2,781.485115963872,"cat_velocity","sampling w/o coordinates","abundance"
3,750.973532446823,"cat_velocity","sampling w/o coordinates","abundance"
4,750.961497467399,"cat_velocity","sampling w/o coordinates","abundance"
5,765.652370373043,"cat_velocity","sampling w/o coordinates","abundance"
