"sub_type_int","yhat","predictors","model","index"
0,0.463618027408504,"sub_type","sampling w/ coordinates","k_index"
1,0.506187609310641,"sub_type","sampling w/ coordinates","k_index"
2,0.53059240474357,"sub_type","sampling w/ coordinates","k_index"
3,0.54019857658595,"sub_type","sampling w/ coordinates","k_index"
