"sub_type_int","yhat","predictors","model","index"
0,753.854791666667,"sub_type","sampling w/o coordinates","abundance"
1,755.25350462963,"sub_type","sampling w/o coordinates","abundance"
2,763.629532407407,"sub_type","sampling w/o coordinates","abundance"
3,782.918828703704,"sub_type","sampling w/o coordinates","abundance"
