"sub_type_int","yhat","predictors","model","index"
0,0.190220994909829,"sub_type","sampling w/ coordinates","rel_abundance"
1,0.189910314249708,"sub_type","sampling w/ coordinates","rel_abundance"
2,0.193546262167661,"sub_type","sampling w/ coordinates","rel_abundance"
3,0.197485955785548,"sub_type","sampling w/ coordinates","rel_abundance"
