"gaug_before","yhat","predictors","model","index"
226.76,0.553192051073563,"gaug_before","sampling w/o coordinates","k_index"
276.822272727273,0.552628694021184,"gaug_before","sampling w/o coordinates","k_index"
326.884545454545,0.552628694021184,"gaug_before","sampling w/o coordinates","k_index"
376.946818181818,0.553283212193544,"gaug_before","sampling w/o coordinates","k_index"
427.009090909091,0.553283212193544,"gaug_before","sampling w/o coordinates","k_index"
477.071363636364,0.553283212193544,"gaug_before","sampling w/o coordinates","k_index"
527.133636363636,0.548680990232506,"gaug_before","sampling w/o coordinates","k_index"
577.195909090909,0.537309625943991,"gaug_before","sampling w/o coordinates","k_index"
627.258181818182,0.537311856472946,"gaug_before","sampling w/o coordinates","k_index"
677.320454545455,0.535941189806234,"gaug_before","sampling w/o coordinates","k_index"
727.382727272727,0.535914696513446,"gaug_before","sampling w/o coordinates","k_index"
777.445,0.535914696513446,"gaug_before","sampling w/o coordinates","k_index"
827.507272727273,0.535914696513446,"gaug_before","sampling w/o coordinates","k_index"
877.569545454546,0.535914696513446,"gaug_before","sampling w/o coordinates","k_index"
927.631818181818,0.535914696513446,"gaug_before","sampling w/o coordinates","k_index"
977.694090909091,0.533809541991091,"gaug_before","sampling w/o coordinates","k_index"
1027.75636363636,0.533809541991091,"gaug_before","sampling w/o coordinates","k_index"
1077.81863636364,0.533809541991091,"gaug_before","sampling w/o coordinates","k_index"
1127.88090909091,0.533809541991091,"gaug_before","sampling w/o coordinates","k_index"
1177.94318181818,0.533809541991091,"gaug_before","sampling w/o coordinates","k_index"
1228.00545454545,0.533809541991091,"gaug_before","sampling w/o coordinates","k_index"
1278.06772727273,0.53523870763045,"gaug_before","sampling w/o coordinates","k_index"
1328.13,0.53523870763045,"gaug_before","sampling w/o coordinates","k_index"
