"alg_cover","yhat","predictors","model","index"
1,2.50701156291866,"alg_cover","all predictors w/o coordinates","shannon_index"
2,2.50215682988339,"alg_cover","all predictors w/o coordinates","shannon_index"
3,2.51286133173843,"alg_cover","all predictors w/o coordinates","shannon_index"
4,2.50747750091915,"alg_cover","all predictors w/o coordinates","shannon_index"
5,2.5085281273352,"alg_cover","all predictors w/o coordinates","shannon_index"
