"temp_after","yhat","predictors","model","index"
4.7,0.535782414357608,"temp_after","all predictors w/ coordinates","k_index"
4.975,0.535782414357608,"temp_after","all predictors w/ coordinates","k_index"
5.25,0.529139540355636,"temp_after","all predictors w/ coordinates","k_index"
5.525,0.528864114506662,"temp_after","all predictors w/ coordinates","k_index"
5.8,0.52900096578648,"temp_after","all predictors w/ coordinates","k_index"
6.075,0.530315934164597,"temp_after","all predictors w/ coordinates","k_index"
6.35,0.530650419672239,"temp_after","all predictors w/ coordinates","k_index"
6.625,0.530877944686948,"temp_after","all predictors w/ coordinates","k_index"
6.9,0.530342044674313,"temp_after","all predictors w/ coordinates","k_index"
7.175,0.53070023673552,"temp_after","all predictors w/ coordinates","k_index"
7.45,0.531469744599789,"temp_after","all predictors w/ coordinates","k_index"
7.725,0.531398123983253,"temp_after","all predictors w/ coordinates","k_index"
8,0.531452688652968,"temp_after","all predictors w/ coordinates","k_index"
8.275,0.530785639544839,"temp_after","all predictors w/ coordinates","k_index"
8.55,0.530801544180809,"temp_after","all predictors w/ coordinates","k_index"
8.825,0.529763468349863,"temp_after","all predictors w/ coordinates","k_index"
9.1,0.531317896031247,"temp_after","all predictors w/ coordinates","k_index"
