"cpom_cover","yhat","predictors","model","index"
1,0.189108037999518,"cpom_cover","sampling w/o coordinates","rel_abundance"
2,0.392574736164772,"cpom_cover","sampling w/o coordinates","rel_abundance"
3,0.446505297843106,"cpom_cover","sampling w/o coordinates","rel_abundance"
