"pH_after","yhat","predictors","model","index"
7.23,0.547087249524541,"pH_after","all predictors w/o coordinates","k_index"
7.31882352941177,0.547021433401002,"pH_after","all predictors w/o coordinates","k_index"
7.40764705882353,0.547021433401002,"pH_after","all predictors w/o coordinates","k_index"
7.49647058823529,0.547021433401002,"pH_after","all predictors w/o coordinates","k_index"
7.58529411764706,0.540824399324034,"pH_after","all predictors w/o coordinates","k_index"
7.67411764705882,0.540320854787381,"pH_after","all predictors w/o coordinates","k_index"
7.76294117647059,0.54029793085075,"pH_after","all predictors w/o coordinates","k_index"
7.85176470588235,0.54029793085075,"pH_after","all predictors w/o coordinates","k_index"
7.94058823529412,0.540158038467002,"pH_after","all predictors w/o coordinates","k_index"
8.02941176470588,0.539832704734463,"pH_after","all predictors w/o coordinates","k_index"
8.11823529411765,0.540019756851145,"pH_after","all predictors w/o coordinates","k_index"
8.20705882352941,0.539981265224468,"pH_after","all predictors w/o coordinates","k_index"
8.29588235294118,0.539669451071054,"pH_after","all predictors w/o coordinates","k_index"
8.38470588235294,0.539918464761252,"pH_after","all predictors w/o coordinates","k_index"
8.47352941176471,0.539957621460753,"pH_after","all predictors w/o coordinates","k_index"
8.56235294117647,0.541818289988434,"pH_after","all predictors w/o coordinates","k_index"
8.65117647058824,0.543127596739283,"pH_after","all predictors w/o coordinates","k_index"
8.74,0.543198861812563,"pH_after","all predictors w/o coordinates","k_index"
