"conduct_after","yhat","predictors","model","index"
28.7,758.173138008474,"conduct_after","all predictors w/ coordinates","abundance"
61.3647058823529,758.173138008474,"conduct_after","all predictors w/ coordinates","abundance"
94.0294117647059,758.173138008474,"conduct_after","all predictors w/ coordinates","abundance"
126.694117647059,758.173138008474,"conduct_after","all predictors w/ coordinates","abundance"
159.358823529412,758.327954366498,"conduct_after","all predictors w/ coordinates","abundance"
192.023529411765,758.865465400449,"conduct_after","all predictors w/ coordinates","abundance"
224.688235294118,759.030485932489,"conduct_after","all predictors w/ coordinates","abundance"
257.352941176471,758.763871382224,"conduct_after","all predictors w/ coordinates","abundance"
290.017647058824,759.228335315205,"conduct_after","all predictors w/ coordinates","abundance"
322.682352941176,746.618432974773,"conduct_after","all predictors w/ coordinates","abundance"
355.347058823529,744.090141076624,"conduct_after","all predictors w/ coordinates","abundance"
388.011764705882,744.958577987306,"conduct_after","all predictors w/ coordinates","abundance"
420.676470588235,743.478458044158,"conduct_after","all predictors w/ coordinates","abundance"
453.341176470588,769.872802120087,"conduct_after","all predictors w/ coordinates","abundance"
486.005882352941,772.379873471497,"conduct_after","all predictors w/ coordinates","abundance"
518.670588235294,772.777026050863,"conduct_after","all predictors w/ coordinates","abundance"
551.335294117647,769.296980670317,"conduct_after","all predictors w/ coordinates","abundance"
584,769.296980670317,"conduct_after","all predictors w/ coordinates","abundance"
