"cat_velocity","yhat","predictors","model","index"
1,758.437960623826,"cat_velocity","all predictors w/o coordinates","abundance"
2,744.163165187404,"cat_velocity","all predictors w/o coordinates","abundance"
3,741.163637000856,"cat_velocity","all predictors w/o coordinates","abundance"
4,737.504232197873,"cat_velocity","all predictors w/o coordinates","abundance"
5,740.056930676709,"cat_velocity","all predictors w/o coordinates","abundance"
