"temp_after","yhat","predictors","model","index"
5.3,0.542310031769332,"temp_after","all predictors w/o coordinates","k_index"
5.555,0.538852985002048,"temp_after","all predictors w/o coordinates","k_index"
5.81,0.538707009539785,"temp_after","all predictors w/o coordinates","k_index"
6.065,0.538877278421815,"temp_after","all predictors w/o coordinates","k_index"
6.32,0.538933976113866,"temp_after","all predictors w/o coordinates","k_index"
6.575,0.539417919625079,"temp_after","all predictors w/o coordinates","k_index"
6.83,0.539163628511206,"temp_after","all predictors w/o coordinates","k_index"
7.085,0.53915187987805,"temp_after","all predictors w/o coordinates","k_index"
7.34,0.539566496383407,"temp_after","all predictors w/o coordinates","k_index"
7.595,0.539736126610307,"temp_after","all predictors w/o coordinates","k_index"
7.85,0.539993161530416,"temp_after","all predictors w/o coordinates","k_index"
8.105,0.540010117301735,"temp_after","all predictors w/o coordinates","k_index"
8.36,0.540331764142328,"temp_after","all predictors w/o coordinates","k_index"
8.615,0.540362437345676,"temp_after","all predictors w/o coordinates","k_index"
8.87,0.539790982051667,"temp_after","all predictors w/o coordinates","k_index"
9.125,0.541536957119814,"temp_after","all predictors w/o coordinates","k_index"
9.38,0.541536837465649,"temp_after","all predictors w/o coordinates","k_index"
9.635,0.542354808764335,"temp_after","all predictors w/o coordinates","k_index"
9.89,0.542580359134554,"temp_after","all predictors w/o coordinates","k_index"
10.145,0.553611466146808,"temp_after","all predictors w/o coordinates","k_index"
10.4,0.554052544122591,"temp_after","all predictors w/o coordinates","k_index"
