"turb_after","yhat","predictors","model","index"
0.26,744.880043970459,"turb_after","all predictors w/ coordinates","abundance"
11.93125,808.919348489859,"turb_after","all predictors w/ coordinates","abundance"
23.6025,810.568654045415,"turb_after","all predictors w/ coordinates","abundance"
35.27375,810.568654045415,"turb_after","all predictors w/ coordinates","abundance"
46.945,810.568654045415,"turb_after","all predictors w/ coordinates","abundance"
58.61625,810.568654045415,"turb_after","all predictors w/ coordinates","abundance"
70.2875,810.568654045415,"turb_after","all predictors w/ coordinates","abundance"
81.95875,810.568654045415,"turb_after","all predictors w/ coordinates","abundance"
93.63,810.518098489859,"turb_after","all predictors w/ coordinates","abundance"
105.30125,810.162441082452,"turb_after","all predictors w/ coordinates","abundance"
116.9725,809.90545497134,"turb_after","all predictors w/ coordinates","abundance"
128.64375,809.90545497134,"turb_after","all predictors w/ coordinates","abundance"
140.315,809.90545497134,"turb_after","all predictors w/ coordinates","abundance"
151.98625,809.90545497134,"turb_after","all predictors w/ coordinates","abundance"
163.6575,809.90545497134,"turb_after","all predictors w/ coordinates","abundance"
175.32875,809.90545497134,"turb_after","all predictors w/ coordinates","abundance"
187,809.90545497134,"turb_after","all predictors w/ coordinates","abundance"
