"temp_before","yhat","predictors","model","index"
4,2.54760849686843,"temp_before","all predictors w/o coordinates","shannon_index"
4.29411764705882,2.54485675113777,"temp_before","all predictors w/o coordinates","shannon_index"
4.58823529411765,2.54522461314492,"temp_before","all predictors w/o coordinates","shannon_index"
4.88235294117647,2.54516410286656,"temp_before","all predictors w/o coordinates","shannon_index"
5.17647058823529,2.53473635348098,"temp_before","all predictors w/o coordinates","shannon_index"
5.47058823529412,2.52265867979182,"temp_before","all predictors w/o coordinates","shannon_index"
5.76470588235294,2.52296146257289,"temp_before","all predictors w/o coordinates","shannon_index"
6.05882352941176,2.52273134215219,"temp_before","all predictors w/o coordinates","shannon_index"
6.35294117647059,2.52324855926021,"temp_before","all predictors w/o coordinates","shannon_index"
6.64705882352941,2.52389506105866,"temp_before","all predictors w/o coordinates","shannon_index"
6.94117647058824,2.52357262405526,"temp_before","all predictors w/o coordinates","shannon_index"
7.23529411764706,2.52315462436196,"temp_before","all predictors w/o coordinates","shannon_index"
7.52941176470588,2.51620015270069,"temp_before","all predictors w/o coordinates","shannon_index"
7.82352941176471,2.51218488770025,"temp_before","all predictors w/o coordinates","shannon_index"
8.11764705882353,2.48709421502893,"temp_before","all predictors w/o coordinates","shannon_index"
8.41176470588235,2.45232217731437,"temp_before","all predictors w/o coordinates","shannon_index"
8.70588235294118,2.42516469834802,"temp_before","all predictors w/o coordinates","shannon_index"
9,2.42516469834802,"temp_before","all predictors w/o coordinates","shannon_index"
