"clog_3_class_int","yhat","predictors","model","index"
0,2.53907490740474,"clog_3_class","sampling w/ coordinates","shannon_index"
1,2.54615917533118,"clog_3_class","sampling w/ coordinates","shannon_index"
2,2.38492900950627,"clog_3_class","sampling w/ coordinates","shannon_index"
