"pH_after","yhat","predictors","model","index"
7.23,0.527860922640213,"pH_after","sampling w/o coordinates","k_index"
7.33733333333333,0.527860922640213,"pH_after","sampling w/o coordinates","k_index"
7.44466666666667,0.527860922640213,"pH_after","sampling w/o coordinates","k_index"
7.552,0.527860922640213,"pH_after","sampling w/o coordinates","k_index"
7.65933333333333,0.527860922640213,"pH_after","sampling w/o coordinates","k_index"
7.76666666666667,0.527860922640213,"pH_after","sampling w/o coordinates","k_index"
7.874,0.527860922640213,"pH_after","sampling w/o coordinates","k_index"
7.98133333333333,0.527860922640213,"pH_after","sampling w/o coordinates","k_index"
8.08866666666667,0.527860922640213,"pH_after","sampling w/o coordinates","k_index"
8.196,0.527860922640213,"pH_after","sampling w/o coordinates","k_index"
8.30333333333333,0.527860922640213,"pH_after","sampling w/o coordinates","k_index"
8.41066666666667,0.527490212655822,"pH_after","sampling w/o coordinates","k_index"
8.518,0.533113628384618,"pH_after","sampling w/o coordinates","k_index"
8.62533333333333,0.535800976269861,"pH_after","sampling w/o coordinates","k_index"
8.73266666666667,0.535800976269861,"pH_after","sampling w/o coordinates","k_index"
8.84,0.535800976269861,"pH_after","sampling w/o coordinates","k_index"
