"clog_3_class_int","yhat","predictors","model","index"
0,769.651525848015,"clog_3_class","all predictors w/o coordinates","abundance"
1,727.743755255156,"clog_3_class","all predictors w/o coordinates","abundance"
2,699.421823871879,"clog_3_class","all predictors w/o coordinates","abundance"
