"pH_before","yhat","predictors","model","index"
6.72,0.53865616655895,"pH_before","sampling w/o coordinates","k_index"
6.83529411764706,0.53865616655895,"pH_before","sampling w/o coordinates","k_index"
6.95058823529412,0.53865616655895,"pH_before","sampling w/o coordinates","k_index"
7.06588235294118,0.53865616655895,"pH_before","sampling w/o coordinates","k_index"
7.18117647058823,0.53865616655895,"pH_before","sampling w/o coordinates","k_index"
7.29647058823529,0.538763421661882,"pH_before","sampling w/o coordinates","k_index"
7.41176470588235,0.538794468555168,"pH_before","sampling w/o coordinates","k_index"
7.52705882352941,0.538836418671291,"pH_before","sampling w/o coordinates","k_index"
7.64235294117647,0.538998920477225,"pH_before","sampling w/o coordinates","k_index"
7.75764705882353,0.538998920477225,"pH_before","sampling w/o coordinates","k_index"
7.87294117647059,0.536002140679794,"pH_before","sampling w/o coordinates","k_index"
7.98823529411765,0.535404301557561,"pH_before","sampling w/o coordinates","k_index"
8.10352941176471,0.535679360364367,"pH_before","sampling w/o coordinates","k_index"
8.21882352941176,0.535217572731093,"pH_before","sampling w/o coordinates","k_index"
8.33411764705882,0.536232829119557,"pH_before","sampling w/o coordinates","k_index"
8.44941176470588,0.547925578536904,"pH_before","sampling w/o coordinates","k_index"
8.56470588235294,0.553510282789289,"pH_before","sampling w/o coordinates","k_index"
8.68,0.545787631770034,"pH_before","sampling w/o coordinates","k_index"
