"cpom_cover","yhat","predictors","model","index"
1,745.848046296296,"cpom_cover","sampling w/ coordinates","abundance"
2,1482.28123148148,"cpom_cover","sampling w/ coordinates","abundance"
3,1787.62253703704,"cpom_cover","sampling w/ coordinates","abundance"
