"z","yhat","predictors","model","index"
229.672,648.157210144927,"z","sampling w/o coordinates","abundance"
253.0755,759.144702898551,"z","sampling w/o coordinates","abundance"
276.479,812.06902173913,"z","sampling w/o coordinates","abundance"
299.8825,826.211152173913,"z","sampling w/o coordinates","abundance"
323.286,826.211152173913,"z","sampling w/o coordinates","abundance"
346.6895,827.27647826087,"z","sampling w/o coordinates","abundance"
370.093,825.415,"z","sampling w/o coordinates","abundance"
393.4965,831.585507246377,"z","sampling w/o coordinates","abundance"
416.9,830.938405797101,"z","sampling w/o coordinates","abundance"
440.3035,830.877355072464,"z","sampling w/o coordinates","abundance"
463.707,861.076239130435,"z","sampling w/o coordinates","abundance"
487.1105,996.361673913043,"z","sampling w/o coordinates","abundance"
510.514,973.763463768116,"z","sampling w/o coordinates","abundance"
533.9175,937.62702173913,"z","sampling w/o coordinates","abundance"
557.321,775.94718115942,"z","sampling w/o coordinates","abundance"
580.7245,738.818594202899,"z","sampling w/o coordinates","abundance"
604.128,730.404869565217,"z","sampling w/o coordinates","abundance"
627.5315,725.353702898551,"z","sampling w/o coordinates","abundance"
650.935,725.131398550725,"z","sampling w/o coordinates","abundance"
674.3385,710.518949275362,"z","sampling w/o coordinates","abundance"
697.742,736.340869565217,"z","sampling w/o coordinates","abundance"
721.1455,736.975579710145,"z","sampling w/o coordinates","abundance"
744.549,741.350144927536,"z","sampling w/o coordinates","abundance"
767.9525,830.951688405797,"z","sampling w/o coordinates","abundance"
791.356,902.574166666667,"z","sampling w/o coordinates","abundance"
814.7595,821.608086956522,"z","sampling w/o coordinates","abundance"
838.163,783.118347826087,"z","sampling w/o coordinates","abundance"
861.5665,782.794369565217,"z","sampling w/o coordinates","abundance"
884.97,781.93765942029,"z","sampling w/o coordinates","abundance"
908.3735,781.93765942029,"z","sampling w/o coordinates","abundance"
931.777,781.869789855072,"z","sampling w/o coordinates","abundance"
955.1805,781.708326086957,"z","sampling w/o coordinates","abundance"
978.584,778.404695652174,"z","sampling w/o coordinates","abundance"
1001.9875,768.555594202899,"z","sampling w/o coordinates","abundance"
1025.391,768.654217391304,"z","sampling w/o coordinates","abundance"
1048.7945,768.654217391304,"z","sampling w/o coordinates","abundance"
1072.198,768.923427536232,"z","sampling w/o coordinates","abundance"
1095.6015,767.938101449275,"z","sampling w/o coordinates","abundance"
1119.005,764.321688405797,"z","sampling w/o coordinates","abundance"
1142.4085,764.321688405797,"z","sampling w/o coordinates","abundance"
1165.812,763.215731884058,"z","sampling w/o coordinates","abundance"
1189.2155,763.215731884058,"z","sampling w/o coordinates","abundance"
1212.619,763.215731884058,"z","sampling w/o coordinates","abundance"
1236.0225,763.215731884058,"z","sampling w/o coordinates","abundance"
1259.426,763.215731884058,"z","sampling w/o coordinates","abundance"
1282.8295,790.423065217391,"z","sampling w/o coordinates","abundance"
1306.233,790.423065217391,"z","sampling w/o coordinates","abundance"
1329.6365,790.423065217391,"z","sampling w/o coordinates","abundance"
1353.04,790.423065217391,"z","sampling w/o coordinates","abundance"
1376.4435,790.423065217391,"z","sampling w/o coordinates","abundance"
1399.847,837.955289855072,"z","sampling w/o coordinates","abundance"
