"ox_after","yhat","predictors","model","index"
8.05,724.205959213639,"ox_after","sampling w/ coordinates","abundance"
8.37823529411765,724.205959213639,"ox_after","sampling w/ coordinates","abundance"
8.70647058823529,724.205959213639,"ox_after","sampling w/ coordinates","abundance"
9.03470588235294,724.205959213639,"ox_after","sampling w/ coordinates","abundance"
9.36294117647059,724.205959213639,"ox_after","sampling w/ coordinates","abundance"
9.69117647058824,724.205959213639,"ox_after","sampling w/ coordinates","abundance"
10.0194117647059,724.205959213639,"ox_after","sampling w/ coordinates","abundance"
10.3476470588235,724.205959213639,"ox_after","sampling w/ coordinates","abundance"
10.6758823529412,724.205959213639,"ox_after","sampling w/ coordinates","abundance"
11.0041176470588,724.205959213639,"ox_after","sampling w/ coordinates","abundance"
11.3323529411765,755.179294992139,"ox_after","sampling w/ coordinates","abundance"
11.6605882352941,768.058997801497,"ox_after","sampling w/ coordinates","abundance"
11.9888235294118,768.058997801497,"ox_after","sampling w/ coordinates","abundance"
12.3170588235294,768.058997801497,"ox_after","sampling w/ coordinates","abundance"
12.6452941176471,769.30391513639,"ox_after","sampling w/ coordinates","abundance"
12.9735294117647,769.309681368095,"ox_after","sampling w/ coordinates","abundance"
13.3017647058824,769.309681368095,"ox_after","sampling w/ coordinates","abundance"
13.63,767.095355122178,"ox_after","sampling w/ coordinates","abundance"
