"clog_6_class_int","yhat","predictors","model","index"
0,801.45551109314,"clog_6_class","all predictors w/ coordinates","abundance"
1,799.780042741034,"clog_6_class","all predictors w/ coordinates","abundance"
2,799.780042741034,"clog_6_class","all predictors w/ coordinates","abundance"
3,799.780042741034,"clog_6_class","all predictors w/ coordinates","abundance"
4,667.815300654476,"clog_6_class","all predictors w/ coordinates","abundance"
5,667.815300654476,"clog_6_class","all predictors w/ coordinates","abundance"
6,662.210088781737,"clog_6_class","all predictors w/ coordinates","abundance"
