"cpom_cover","yhat","predictors","model","index"
1,2.51333575603558,"cpom_cover","sampling w/ coordinates","shannon_index"
2,2.51082542514188,"cpom_cover","sampling w/ coordinates","shannon_index"
3,2.51011288688916,"cpom_cover","sampling w/ coordinates","shannon_index"
