"cat_velocity","yhat","predictors","model","index"
1,0.191210974504833,"cat_velocity","sampling w/o coordinates","rel_abundance"
2,0.191210974504833,"cat_velocity","sampling w/o coordinates","rel_abundance"
3,0.193311570275034,"cat_velocity","sampling w/o coordinates","rel_abundance"
4,0.192734899393515,"cat_velocity","sampling w/o coordinates","rel_abundance"
5,0.194095266217337,"cat_velocity","sampling w/o coordinates","rel_abundance"
