"conduct_before","yhat","predictors","model","index"
28.8,2.54638570000757,"conduct_before","all predictors w/o coordinates","shannon_index"
61.2235294117647,2.54638570000757,"conduct_before","all predictors w/o coordinates","shannon_index"
93.6470588235294,2.54638570000757,"conduct_before","all predictors w/o coordinates","shannon_index"
126.070588235294,2.54638570000757,"conduct_before","all predictors w/o coordinates","shannon_index"
158.494117647059,2.54455444889068,"conduct_before","all predictors w/o coordinates","shannon_index"
190.917647058824,2.54385058387338,"conduct_before","all predictors w/o coordinates","shannon_index"
223.341176470588,2.54383400407346,"conduct_before","all predictors w/o coordinates","shannon_index"
255.764705882353,2.54395752688187,"conduct_before","all predictors w/o coordinates","shannon_index"
288.188235294118,2.53062594683457,"conduct_before","all predictors w/o coordinates","shannon_index"
320.611764705882,2.5062214166459,"conduct_before","all predictors w/o coordinates","shannon_index"
353.035294117647,2.51311853771233,"conduct_before","all predictors w/o coordinates","shannon_index"
385.458823529412,2.51531028376881,"conduct_before","all predictors w/o coordinates","shannon_index"
417.882352941177,2.51900098186367,"conduct_before","all predictors w/o coordinates","shannon_index"
450.305882352941,2.51506928386525,"conduct_before","all predictors w/o coordinates","shannon_index"
482.729411764706,2.49945173727925,"conduct_before","all predictors w/o coordinates","shannon_index"
515.152941176471,2.49374725233956,"conduct_before","all predictors w/o coordinates","shannon_index"
547.576470588235,2.47758028222723,"conduct_before","all predictors w/o coordinates","shannon_index"
580,2.47758028222723,"conduct_before","all predictors w/o coordinates","shannon_index"
