"z","yhat","predictors","model","index"
229.672,245.951667066933,"z","sampling w/o coordinates","abundance"
253.0755,352.437939809716,"z","sampling w/o coordinates","abundance"
276.479,403.295885058417,"z","sampling w/o coordinates","abundance"
299.8825,408.617054206738,"z","sampling w/o coordinates","abundance"
323.286,408.617054206738,"z","sampling w/o coordinates","abundance"
346.6895,409.087839209515,"z","sampling w/o coordinates","abundance"
370.093,409.446603056313,"z","sampling w/o coordinates","abundance"
393.4965,424.911240038664,"z","sampling w/o coordinates","abundance"
416.9,424.973735726398,"z","sampling w/o coordinates","abundance"
440.3035,424.851326845694,"z","sampling w/o coordinates","abundance"
463.707,448.001769217892,"z","sampling w/o coordinates","abundance"
487.1105,538.997531780298,"z","sampling w/o coordinates","abundance"
510.514,556.906868367955,"z","sampling w/o coordinates","abundance"
533.9175,532.471789926722,"z","sampling w/o coordinates","abundance"
557.321,458.536008779553,"z","sampling w/o coordinates","abundance"
580.7245,426.273923210476,"z","sampling w/o coordinates","abundance"
604.128,406.200896484264,"z","sampling w/o coordinates","abundance"
627.5315,405.008550567903,"z","sampling w/o coordinates","abundance"
650.935,404.708143766376,"z","sampling w/o coordinates","abundance"
674.3385,394.708743966144,"z","sampling w/o coordinates","abundance"
697.742,402.98311218317,"z","sampling w/o coordinates","abundance"
721.1455,401.951530691506,"z","sampling w/o coordinates","abundance"
744.549,393.400856667671,"z","sampling w/o coordinates","abundance"
767.9525,503.144423526266,"z","sampling w/o coordinates","abundance"
791.356,532.305634484775,"z","sampling w/o coordinates","abundance"
814.7595,421.130563791247,"z","sampling w/o coordinates","abundance"
838.163,350.931642214457,"z","sampling w/o coordinates","abundance"
861.5665,350.795072403507,"z","sampling w/o coordinates","abundance"
884.97,350.017685033273,"z","sampling w/o coordinates","abundance"
908.3735,350.017685033273,"z","sampling w/o coordinates","abundance"
931.777,350.017685033273,"z","sampling w/o coordinates","abundance"
955.1805,349.802999482639,"z","sampling w/o coordinates","abundance"
978.584,347.427435474119,"z","sampling w/o coordinates","abundance"
1001.9875,340.745294695315,"z","sampling w/o coordinates","abundance"
1025.391,340.745294695315,"z","sampling w/o coordinates","abundance"
1048.7945,340.745294695315,"z","sampling w/o coordinates","abundance"
1072.198,340.553754875625,"z","sampling w/o coordinates","abundance"
1095.6015,331.070941468944,"z","sampling w/o coordinates","abundance"
1119.005,308.785044006679,"z","sampling w/o coordinates","abundance"
1142.4085,308.785044006679,"z","sampling w/o coordinates","abundance"
1165.812,309.456623187963,"z","sampling w/o coordinates","abundance"
1189.2155,309.456623187963,"z","sampling w/o coordinates","abundance"
1212.619,309.456623187963,"z","sampling w/o coordinates","abundance"
1236.0225,309.456623187963,"z","sampling w/o coordinates","abundance"
1259.426,309.456623187963,"z","sampling w/o coordinates","abundance"
1282.8295,325.489964333133,"z","sampling w/o coordinates","abundance"
1306.233,325.489964333133,"z","sampling w/o coordinates","abundance"
1329.6365,325.489964333133,"z","sampling w/o coordinates","abundance"
1353.04,325.489964333133,"z","sampling w/o coordinates","abundance"
1376.4435,325.489964333133,"z","sampling w/o coordinates","abundance"
1399.847,327.901430351147,"z","sampling w/o coordinates","abundance"
