"cpom_cover","yhat","predictors","model","index"
1,759.56525045194,"cpom_cover","all predictors w/ coordinates","abundance"
2,844.707339958113,"cpom_cover","all predictors w/ coordinates","abundance"
3,899.967012797619,"cpom_cover","all predictors w/ coordinates","abundance"
