"sub_type_int","yhat","predictors","model","index"
0,0.179263509905305,"sub_type","sampling w/o coordinates","rel_abundance"
1,0.182479841116379,"sub_type","sampling w/o coordinates","rel_abundance"
2,0.188674687692575,"sub_type","sampling w/o coordinates","rel_abundance"
3,0.187732398190802,"sub_type","sampling w/o coordinates","rel_abundance"
