"temp_during","yhat","predictors","model","index"
4.4,0.528682232659916,"temp_during","all predictors w/o coordinates","k_index"
4.73846153846154,0.53198170843589,"temp_during","all predictors w/o coordinates","k_index"
5.07692307692308,0.531985866536894,"temp_during","all predictors w/o coordinates","k_index"
5.41538461538462,0.531967107265441,"temp_during","all predictors w/o coordinates","k_index"
5.75384615384615,0.532732595468608,"temp_during","all predictors w/o coordinates","k_index"
6.09230769230769,0.532715209409755,"temp_during","all predictors w/o coordinates","k_index"
6.43076923076923,0.533755024426536,"temp_during","all predictors w/o coordinates","k_index"
6.76923076923077,0.533755731815661,"temp_during","all predictors w/o coordinates","k_index"
7.10769230769231,0.534691123331894,"temp_during","all predictors w/o coordinates","k_index"
7.44615384615385,0.535457104151721,"temp_during","all predictors w/o coordinates","k_index"
7.78461538461539,0.53534228069707,"temp_during","all predictors w/o coordinates","k_index"
8.12307692307692,0.533819209818756,"temp_during","all predictors w/o coordinates","k_index"
8.46153846153846,0.53355140688775,"temp_during","all predictors w/o coordinates","k_index"
8.8,0.52661693589787,"temp_during","all predictors w/o coordinates","k_index"
