"q_after","yhat","predictors","model","index"
2.3,0.551562018981752,"q_after","sampling w/o coordinates","k_index"
5.50555555555556,0.534096173476428,"q_after","sampling w/o coordinates","k_index"
8.71111111111111,0.534096173476428,"q_after","sampling w/o coordinates","k_index"
11.9166666666667,0.534096173476428,"q_after","sampling w/o coordinates","k_index"
15.1222222222222,0.53285977171491,"q_after","sampling w/o coordinates","k_index"
18.3277777777778,0.5340691357986,"q_after","sampling w/o coordinates","k_index"
21.5333333333333,0.5340691357986,"q_after","sampling w/o coordinates","k_index"
24.7388888888889,0.5340691357986,"q_after","sampling w/o coordinates","k_index"
27.9444444444444,0.5340691357986,"q_after","sampling w/o coordinates","k_index"
31.15,0.5340691357986,"q_after","sampling w/o coordinates","k_index"
34.3555555555556,0.5340691357986,"q_after","sampling w/o coordinates","k_index"
37.5611111111111,0.5340691357986,"q_after","sampling w/o coordinates","k_index"
40.7666666666667,0.5340691357986,"q_after","sampling w/o coordinates","k_index"
43.9722222222222,0.5340691357986,"q_after","sampling w/o coordinates","k_index"
47.1777777777778,0.5340691357986,"q_after","sampling w/o coordinates","k_index"
50.3833333333333,0.5340691357986,"q_after","sampling w/o coordinates","k_index"
53.5888888888889,0.5340691357986,"q_after","sampling w/o coordinates","k_index"
56.7944444444444,0.5340691357986,"q_after","sampling w/o coordinates","k_index"
60,0.5340691357986,"q_after","sampling w/o coordinates","k_index"
