"temp_during","yhat","predictors","model","index"
4.4,0.52643310620099,"temp_during","all predictors w/o coordinates","k_index"
4.73846153846154,0.531969479734229,"temp_during","all predictors w/o coordinates","k_index"
5.07692307692308,0.531948990405171,"temp_during","all predictors w/o coordinates","k_index"
5.41538461538462,0.531526802887365,"temp_during","all predictors w/o coordinates","k_index"
5.75384615384615,0.531975938759503,"temp_during","all predictors w/o coordinates","k_index"
6.09230769230769,0.531964973329969,"temp_during","all predictors w/o coordinates","k_index"
6.43076923076923,0.533339520344807,"temp_during","all predictors w/o coordinates","k_index"
6.76923076923077,0.533520545265278,"temp_during","all predictors w/o coordinates","k_index"
7.10769230769231,0.534009274892337,"temp_during","all predictors w/o coordinates","k_index"
7.44615384615385,0.534704139290385,"temp_during","all predictors w/o coordinates","k_index"
7.78461538461539,0.535031734329532,"temp_during","all predictors w/o coordinates","k_index"
8.12307692307692,0.533885951251136,"temp_during","all predictors w/o coordinates","k_index"
8.46153846153846,0.53366660175092,"temp_during","all predictors w/o coordinates","k_index"
8.8,0.528996186519634,"temp_during","all predictors w/o coordinates","k_index"
