"gaug_before","yhat","predictors","model","index"
226.76,0.538454701685298,"gaug_before","all predictors w/o coordinates","k_index"
276.822272727273,0.541701940672368,"gaug_before","all predictors w/o coordinates","k_index"
326.884545454545,0.541701940672368,"gaug_before","all predictors w/o coordinates","k_index"
376.946818181818,0.542013060867271,"gaug_before","all predictors w/o coordinates","k_index"
427.009090909091,0.542044653409291,"gaug_before","all predictors w/o coordinates","k_index"
477.071363636364,0.542006023415239,"gaug_before","all predictors w/o coordinates","k_index"
527.133636363636,0.544846928362578,"gaug_before","all predictors w/o coordinates","k_index"
577.195909090909,0.542620282475082,"gaug_before","all predictors w/o coordinates","k_index"
627.258181818182,0.542167990549788,"gaug_before","all predictors w/o coordinates","k_index"
677.320454545455,0.539988360430435,"gaug_before","all predictors w/o coordinates","k_index"
727.382727272727,0.54055132511047,"gaug_before","all predictors w/o coordinates","k_index"
777.445,0.540572294789817,"gaug_before","all predictors w/o coordinates","k_index"
827.507272727273,0.540573869035519,"gaug_before","all predictors w/o coordinates","k_index"
877.569545454546,0.540545580945932,"gaug_before","all predictors w/o coordinates","k_index"
927.631818181818,0.540445804733938,"gaug_before","all predictors w/o coordinates","k_index"
977.694090909091,0.540519972773854,"gaug_before","all predictors w/o coordinates","k_index"
1027.75636363636,0.540566406992262,"gaug_before","all predictors w/o coordinates","k_index"
1077.81863636364,0.540566406992262,"gaug_before","all predictors w/o coordinates","k_index"
1127.88090909091,0.540566406992262,"gaug_before","all predictors w/o coordinates","k_index"
1177.94318181818,0.540566406992262,"gaug_before","all predictors w/o coordinates","k_index"
1228.00545454545,0.540566406992262,"gaug_before","all predictors w/o coordinates","k_index"
1278.06772727273,0.541135489432377,"gaug_before","all predictors w/o coordinates","k_index"
1328.13,0.540570247006245,"gaug_before","all predictors w/o coordinates","k_index"
