"cpom_cover","yhat","predictors","model","index"
1,0.530556144520502,"cpom_cover","sampling w/ coordinates","k_index"
2,0.543824433073126,"cpom_cover","sampling w/ coordinates","k_index"
3,0.543824433073126,"cpom_cover","sampling w/ coordinates","k_index"
