"sub_type_int","yhat","predictors","model","index"
0,761.761752766755,"sub_type","all predictors w/ coordinates","abundance"
1,761.770539803792,"sub_type","all predictors w/ coordinates","abundance"
2,762.198502766755,"sub_type","all predictors w/ coordinates","abundance"
3,760.388117427249,"sub_type","all predictors w/ coordinates","abundance"
