"cpom_cover","yhat","predictors","model","index"
1,0.530664259266244,"cpom_cover","all predictors w/o coordinates","k_index"
2,0.532283161606458,"cpom_cover","all predictors w/o coordinates","k_index"
3,0.535107850961875,"cpom_cover","all predictors w/o coordinates","k_index"
