"alg_cover","yhat","predictors","model","index"
1,0.517693109206717,"alg_cover","sampling w/ coordinates","k_index"
2,0.53099367864154,"alg_cover","sampling w/ coordinates","k_index"
3,0.574468325472144,"alg_cover","sampling w/ coordinates","k_index"
4,0.570484173837081,"alg_cover","sampling w/ coordinates","k_index"
5,0.584313847305044,"alg_cover","sampling w/ coordinates","k_index"
