"y","yhat","predictors","model","index"
1118905.656,0.510019202957938,"y","v + wd w/o coordinates","k_index"
1121771.19458,0.537535798440523,"y","v + wd w/o coordinates","k_index"
1124636.73316,0.540120984904145,"y","v + wd w/o coordinates","k_index"
1127502.27174,0.542323913383376,"y","v + wd w/o coordinates","k_index"
1130367.81032,0.54304868575538,"y","v + wd w/o coordinates","k_index"
1133233.3489,0.54304868575538,"y","v + wd w/o coordinates","k_index"
1136098.88748,0.541729578233953,"y","v + wd w/o coordinates","k_index"
1138964.42606,0.541729578233953,"y","v + wd w/o coordinates","k_index"
1141829.96464,0.541729578233953,"y","v + wd w/o coordinates","k_index"
1144695.50322,0.541956500889194,"y","v + wd w/o coordinates","k_index"
1147561.0418,0.542056795885496,"y","v + wd w/o coordinates","k_index"
1150426.58038,0.54195083096997,"y","v + wd w/o coordinates","k_index"
1153292.11896,0.538436126910131,"y","v + wd w/o coordinates","k_index"
1156157.65754,0.538369214488539,"y","v + wd w/o coordinates","k_index"
1159023.19612,0.537631077072637,"y","v + wd w/o coordinates","k_index"
1161888.7347,0.537370742972796,"y","v + wd w/o coordinates","k_index"
1164754.27328,0.537370742972796,"y","v + wd w/o coordinates","k_index"
1167619.81186,0.537370742972796,"y","v + wd w/o coordinates","k_index"
1170485.35044,0.536859110711287,"y","v + wd w/o coordinates","k_index"
1173350.88902,0.536859110711287,"y","v + wd w/o coordinates","k_index"
1176216.4276,0.536519301953079,"y","v + wd w/o coordinates","k_index"
1179081.96618,0.536313032791549,"y","v + wd w/o coordinates","k_index"
1181947.50476,0.547715960391964,"y","v + wd w/o coordinates","k_index"
1184813.04334,0.548543911572576,"y","v + wd w/o coordinates","k_index"
1187678.58192,0.501188607488532,"y","v + wd w/o coordinates","k_index"
1190544.1205,0.501070958653488,"y","v + wd w/o coordinates","k_index"
1193409.65908,0.499657773831787,"y","v + wd w/o coordinates","k_index"
1196275.19766,0.49698368414713,"y","v + wd w/o coordinates","k_index"
1199140.73624,0.495497296232976,"y","v + wd w/o coordinates","k_index"
1202006.27482,0.494151562154402,"y","v + wd w/o coordinates","k_index"
1204871.8134,0.50292135502817,"y","v + wd w/o coordinates","k_index"
1207737.35198,0.50292135502817,"y","v + wd w/o coordinates","k_index"
1210602.89056,0.50292135502817,"y","v + wd w/o coordinates","k_index"
1213468.42914,0.50292135502817,"y","v + wd w/o coordinates","k_index"
1216333.96772,0.50292135502817,"y","v + wd w/o coordinates","k_index"
1219199.5063,0.50331847244378,"y","v + wd w/o coordinates","k_index"
1222065.04488,0.503673212023967,"y","v + wd w/o coordinates","k_index"
1224930.58346,0.50530347048527,"y","v + wd w/o coordinates","k_index"
1227796.12204,0.50996652868238,"y","v + wd w/o coordinates","k_index"
1230661.66062,0.563651284134807,"y","v + wd w/o coordinates","k_index"
1233527.1992,0.567829327628735,"y","v + wd w/o coordinates","k_index"
1236392.73778,0.567829327628735,"y","v + wd w/o coordinates","k_index"
1239258.27636,0.567829327628735,"y","v + wd w/o coordinates","k_index"
1242123.81494,0.567829327628735,"y","v + wd w/o coordinates","k_index"
1244989.35352,0.567829327628735,"y","v + wd w/o coordinates","k_index"
1247854.8921,0.567829327628735,"y","v + wd w/o coordinates","k_index"
1250720.43068,0.567829327628735,"y","v + wd w/o coordinates","k_index"
1253585.96926,0.587869508846736,"y","v + wd w/o coordinates","k_index"
1256451.50784,0.587869508846736,"y","v + wd w/o coordinates","k_index"
1259317.04642,0.587001613337602,"y","v + wd w/o coordinates","k_index"
1262182.585,0.586453491165033,"y","v + wd w/o coordinates","k_index"
