"ox_after","yhat","predictors","model","index"
8.05,2.49571277665451,"ox_after","all predictors w/o coordinates","shannon_index"
8.37823529411765,2.49571277665451,"ox_after","all predictors w/o coordinates","shannon_index"
8.70647058823529,2.49571277665451,"ox_after","all predictors w/o coordinates","shannon_index"
9.03470588235294,2.49571277665451,"ox_after","all predictors w/o coordinates","shannon_index"
9.36294117647059,2.49534604176274,"ox_after","all predictors w/o coordinates","shannon_index"
9.69117647058824,2.49490311909874,"ox_after","all predictors w/o coordinates","shannon_index"
10.0194117647059,2.49492264197831,"ox_after","all predictors w/o coordinates","shannon_index"
10.3476470588235,2.49492264197831,"ox_after","all predictors w/o coordinates","shannon_index"
10.6758823529412,2.49654089097978,"ox_after","all predictors w/o coordinates","shannon_index"
11.0041176470588,2.49940375447326,"ox_after","all predictors w/o coordinates","shannon_index"
11.3323529411765,2.5052673554604,"ox_after","all predictors w/o coordinates","shannon_index"
11.6605882352941,2.49952154435654,"ox_after","all predictors w/o coordinates","shannon_index"
11.9888235294118,2.49987228539353,"ox_after","all predictors w/o coordinates","shannon_index"
12.3170588235294,2.50025800514458,"ox_after","all predictors w/o coordinates","shannon_index"
12.6452941176471,2.50263022512673,"ox_after","all predictors w/o coordinates","shannon_index"
12.9735294117647,2.50347674897303,"ox_after","all predictors w/o coordinates","shannon_index"
13.3017647058824,2.51061997164277,"ox_after","all predictors w/o coordinates","shannon_index"
13.63,2.53746364796494,"ox_after","all predictors w/o coordinates","shannon_index"
