"sub_type_int","yhat","predictors","model","index"
0,731.486717939377,"sub_type","sampling w/o coordinates","abundance"
1,734.57921431462,"sub_type","sampling w/o coordinates","abundance"
2,776.959857596291,"sub_type","sampling w/o coordinates","abundance"
3,750.263433134602,"sub_type","sampling w/o coordinates","abundance"
